fort_id,name,alternate_names,district,taluka,latitude,longitude,base_village,type,elevation_m,current_condition,era,built_by,year_of_construction,key_events,trek_difficulty,trek_time_hours,best_season,water_availability,accommodation,asi_protected,notes
272,Ratangad (Raigad district),,Raigad,Mahad,18.3512,73.3515,Ratwad,Giri Durg (Hill Fort),800,In Ruins,Maratha Empire,Unknown,Unknown,A very obscure fort,Easy,2,Winter,None,None,FALSE,"Note: An extremely obscure fort, not to be confused with the famous Ratangad in Ahmednagar (ID 167)."
273,Ratnadurg,Bhagwati Fort,Ratnagiri,Ratnagiri,16.9833,73.2833,Ratnagiri,Jal Durg (Sea Fort),60,Well-Preserved,Bahmani Sultanate; Maratha Empire,Bahmani Rulers,c. 16th Century,Main fort guarding Ratnagiri; has a famous Bhagwati temple,Easy,0.5,All Seasons,Available,None,TRUE,"A horseshoe-shaped fort covering a large area, with a lighthouse."
274,Rawlya Fort,Ravlya,Nashik,Satana,20.5731,74.1852,Mulane,Giri Durg (Hill Fort),1250,In Ruins,Maratha Empire,Unknown,Unknown,Twin fort to Jawlya,Medium,2.5,Winter,None,Caves,FALSE,Offers great views of the surrounding Satmala range.
275,Revdanda Fort,,Raigad,Alibag,18.55,72.9167,Revdanda,Jal Durg (Sea Fort),10,In Ruins,Portuguese,Portuguese,c. 1524,A large coastal fort enclosing the village of Revdanda,Easy,0.5,Winter,None,None,FALSE,The fort walls are now covered with palm trees and houses.
276,Riwa Fort,Dharavi Fort,Mumbai City,Sion,19.0436,72.8683,Dharavi,Bhuikot (Land Fort),15,Partially Ruined,British,British East India Company,c. 1737,Built to mark the northern boundary of British-held Bombay,Easy,0.1,All Seasons,None,None,FALSE,Now houses the Bombay Presidency Radio Club; overlooks the Mithi River.
277,Rohida Fort,Vichitragad,Pune,Bhor,18.0933,73.8189,Bajarwadi,Giri Durg (Hill Fort),1116,Well-Preserved,Yadava Dynasty; Maratha Empire,Bandal Deshmukh,c. 16th Century,One of the first forts captured by Shivaji Maharaj,Easy,1.5,Post-Monsoon,Year-round,Temple,FALSE,Known for its well-maintained bastions and gates (darwajas).
278,Rohilgad,,Jalna,Ambad,19.6213,75.7712,Rohilgad,Giri Durg (Hill Fort),700,In Ruins,Nizam Shahi,Unknown,Unknown,A small fort with a few structures and a dargah,Easy,1,Winter,None,None,FALSE,A lesser-known fort in the Jalna district.
279,Sadashivgad,,Satara,Karad,17.2812,74.1513,Sadashivgad,Giri Durg (Hill Fort),900,Partially Ruined,Maratha Empire,Unknown,c. 17th Century,A hill fort with a famous Shiva temple,Easy,0.5,All Seasons,Available,Temple,FALSE,A popular pilgrimage site accessible by road.
280,Sagargad,Khed Durg,Raigad,Alibag,18.5812,72.9515,Veshvi,Giri Durg (Hill Fort),452,Partially Ruined,Maratha Empire,Shivaji Maharaj,Unknown,A coastal fort known for its waterfall during monsoon,Easy,2,Monsoon; Winter,Year-round,Temple,FALSE,The trek to the fort passes the famous Dodhane waterfall.
281,Sajjangad,,Satara,Satara,17.6151,73.9142,Sajjangad,Giri Durg (Hill Fort),914,Well-Preserved,Bahmani Sultanate; Maratha Empire,Bahmani Rulers,c. 15th Century,Final resting place (Samadhi) of Samarth Ramdas Swami,Easy,0.5,All Seasons,Available,Bhakta Niwas (Lodge),FALSE,A major pilgrimage center for the Ramdasi sect accessible by road.
282,Salher Fort,,Nashik,Satana,20.7167,73.95,Salher,Giri Durg (Hill Fort),1567,Partially Ruined,Maratha Empire,Shivaji Maharaj,c. 1671,Highest fort in Maharashtra; site of the pivotal Battle of Salher (1672),Medium,3,Winter,Year-round,Temple; Caves,FALSE,Offers panoramic views and has a Parshuram temple.
283,Salota Fort,,Nashik,Satana,20.7,73.95,Salher,Giri Durg (Hill Fort),1300,In Ruins,Maratha Empire,Unknown,c. 17th Century,A twin fort to Salher,Medium,3,Winter,None,Caves,FALSE,Usually trekked along with Salher fort.
284,Samangad,,Kolhapur,Gadhinglaj,16.2,74.35,Samangad,Giri Durg (Hill Fort),800,In Ruins,Maratha Empire,Shivaji Maharaj,c. 1676,A small fort with a large plateau,Easy,1,Winter,Seasonal,Temple,FALSE,Known for its Bhimsen temple and beautiful surroundings.
285,Samrajgad,,Raigad,Murud,18.3112,72.9315,Murud,Jal Durg (Sea Fort),10,In Ruins,Maratha Empire,Kanhoji Angre,c. 18th Century,A small sea fort near Murud-Janjira,Medium,0.5 (boat),Winter,None,None,FALSE,Built to support Padmadurg against the Siddis.
286,Sangram Durg,Chakan Fort,Pune,Khed,18.75,73.85,Chakan,Bhuikot (Land Fort),650,Partially Ruined,Bahmani Sultanate; Maratha Empire,Abyssinian chief,c. 13th Century,Famous for the valiant defence by Firangoji Narsala against Shaista Khan,Easy,0.5,All Seasons,Not applicable,None,TRUE,A land fort in the middle of Chakan town; has a moat and strong walls.
287,Santoshgad,,Satara,Phaltan,17.9167,74.5167,Tathavada,Giri Durg (Hill Fort),975,Partially Ruined,Maratha Empire,Shivaji Maharaj,c. 17th Century,A hill fort near Phaltan,Easy,1,Winter,Seasonal,Temple,FALSE,Also known as 'Fort of the Pandavas' by locals.
288,Saptashrungi,,Nashik,Kalwan,20.3852,73.9051,Saptashrungi,Giri Durg (Hill Fort),1451,Well-Preserved,Unknown,Unknown,Ancient,A major Hindu pilgrimage site with fortifications on the hill,Easy,0.5,All Seasons,Available,Dharamshala,FALSE,The hill has one of the 51 Shakti Peethas; accessible by road and funicular ropeway.
289,Sarasgad,,Raigad,Sudhagad,18.55,73.2167,Pali,Giri Durg (Hill Fort),490,Partially Ruined,Maratha Empire,Shivaji Maharaj,c. 17th Century,Overlooks the famous Ballaleshwar temple of Pali (Ashtavinayak),Easy,2,Monsoon; Winter,Seasonal,Caves; Temple,FALSE,A twin fort to Sudhagad.
290,Sarjekot (Alibaug),,Raigad,Alibag,18.6612,72.8513,Alibag,Jal Durg (Sea Fort),5,In Ruins,Maratha Empire,Kanhoji Angre,c. 18th Century,A small coastal fortification near Alibag,Easy,0.2,Winter,None,None,FALSE,"A minor naval outpost, different from Sarjekot near Malvan."
291,Sarjekot Fort,,Sindhudurg,Malvan,16.0833,73.4667,Malvan,Jal Durg (Sea Fort),5,In Ruins,Maratha Empire,Shivaji Maharaj,c. 1668,Built as a naval outpost and dockyard for Sindhudurg,Easy,0.2,Winter,None,None,FALSE,A small coastal fort at the mouth of the Kalavali creek.
292,Satavali,,Ratnagiri,Lanja,16.8512,73.5513,Satavali,Giri Durg (Hill Fort),100,In Ruins,Maratha Empire,Unknown,Unknown,A small coastal watchtower,Easy,0.5,Winter,None,None,FALSE,Hardly any remains of the fort are visible.
293,Sewri Fort,Shivdi Fort,Mumbai City,Sewri,19,72.8667,Sewri,Bhuikot (Land Fort),20,Well-Preserved,British,British East India Company,c. 1680,Built to defend Mumbai harbour from the Siddis,Easy,0.2,Winter,None,None,TRUE,Offers excellent views of flamingoes at the Sewri mudflats during winter.
294,Shahagad,,Ahilyanagar,Sangamner,19.4333,74.0167,Pemgiri,Giri Durg (Hill Fort),1000,In Ruins,Yadava Dynasty; Nizam Shahi,Nizam Shah,c. 15th Century,Another name for Pemgiri Fort,Medium,1.5,Winter,None,Caves,FALSE,Features large caves and was used as a prison.
295,Shirgaon Fort,,Palghar,Palghar,19.7,72.7167,Shirgaon,Bhuikot (Land Fort),10,Partially Ruined,Maratha Empire,Shivaji Maharaj,c. 17th Century,Coastal fort to keep watch on Portuguese activities,Easy,0.2,Winter,None,None,FALSE,Located on Shirgaon beach; has a famous dargah inside.
296,Shivgad,,Raigad,Mahad,18.1,73.5333,Shivgad,Giri Durg (Hill Fort),850,In Ruins,Maratha Empire,Shivaji Maharaj,c. 17th Century,Small watchtower fort near Raigad,Medium,2,Winter,None,None,FALSE,A remote fort with limited remains.
297,Shivneri,,Pune,Junnar,19.2046,73.8601,Junnar,Giri Durg (Hill Fort),1067,Well-Preserved,Yadava Dynasty,Yadavas of Devgiri,c. 11th Century,"Birthplace of Chhatrapati Shivaji Maharaj, 1630",Easy,1,All Seasons,Available,None,TRUE,Features a temple of goddess Shivai and statues of Jijabai and a young Shivaji.
298,Shrivardhan Fort,,Raigad,Karjat,18.8894,73.3939,Udhewadi,Giri Durg (Hill Fort),900,Partially Ruined,Yadava Dynasty,Yadavas of Devgiri,c. 13th Century,Eastern citadel of the Rajmachi twin-fort complex,Easy,3,Monsoon; Winter,Available at Rajmachi,Udhewadi village homes,FALSE,The more complex of the two Rajmachi citadels to climb.
299,Siddhagad,,Thane,Murbad,19.15,73.4167,Uchale,Giri Durg (Hill Fort),900,In Ruins,Maratha Empire,Shivaji Maharaj,c. 17th Century,Site of a fierce battle during the 1857 uprising,Medium,3.5,Winter,Year-round,Caves; Villagers' homes,FALSE,A large plateau fort with dense vegetation and a memorial.
300,Siddhagad (Malwan),,Sindhudurg,Malvan,16.1012,73.4815,Siddhawadi,Giri Durg (Hill Fort),150,In Ruins,Maratha Empire,Unknown,Unknown,A small coastal fort,Easy,1,Winter,None,None,FALSE,"A local fort, not to be confused with Siddhagad near Murbad."
301,Sindhudurg,,Sindhudurg,Malvan,16.3458,73.4569,Malvan,Jal Durg (Sea Fort),10,Well-Preserved,Maratha Empire,Shivaji Maharaj,c. 1664,Main naval base for the Maratha Navy,Easy,1,Winter,Potable water well,Hotels in Malvan,TRUE,"Spread over 48 acres, its walls were designed to be invisible from the sea."
302,Sinhagad,Kondhana,Pune,Haveli,18.3663,73.7558,Donje,Giri Durg (Hill Fort),1312,Partially Ruined,Yadava Dynasty; Maratha Empire,Nag Nayak,c. 13th Century,"Battle of Sinhagad, 1670, led by Tanaji Malusare",Easy,0.5,Monsoon; Winter,Available seasonally; Bottled water sold,None,TRUE,Famous for pithla-bhakri stalls; Accessible by road to the top.
303,Sion Hillock Fort,,Mumbai City,Sion,19.05,72.8667,Sion,Bhuikot (Land Fort),25,Partially Ruined,British,British East India Company,c. 1670,Built to mark the boundary between British-held Bombay and Portuguese-held Salsette Island,Easy,0.2,All Seasons,None,None,TRUE,"Located at the top of a hillock, now a garden."
304,Sondai Fort,,Raigad,Karjat,18.8333,73.2667,Sondewadi,Giri Durg (Hill Fort),365,In Ruins,Maratha Empire,Unknown,Unknown,A small watchtower fort,Easy,1.5,Monsoon; Winter,None,None,FALSE,A short and scenic trek; features two water cisterns and a small idol of Sondai devi.
305,Songad,,Raigad,Mahad,18.1333,73.45,Songadwadi,Giri Durg (Hill Fort),350,In Ruins,Maratha Empire,Shivaji Maharaj,Unknown,A watchtower fort near Mahad,Easy,1,Winter,None,None,FALSE,Note: This is a duplicate entry for Songad Fort (ID 190).
306,Songad (Nashik),,Nashik,Sinnar,19.8512,74.0013,Songadwadi,Giri Durg (Hill Fort),800,In Ruins,Maratha Empire,Unknown,Unknown,A small hillock fort,Easy,1,Winter,None,None,FALSE,A very obscure fort with minimal ruins.
307,Songad Fort,,Raigad,Mahad,18.1333,73.45,Songadwadi,Giri Durg (Hill Fort),350,In Ruins,Maratha Empire,Shivaji Maharaj,Unknown,A watchtower fort near Mahad,Easy,1,Winter,None,None,FALSE,A small fort with minimal remains.
308,Songir (Dhule),,Dhule,Dhule,20.9512,74.7813,Songir,Giri Durg (Hill Fort),500,Partially Ruined,Faruqi dynasty,Unknown,c. 14th Century,A prominent fort on the Mumbai-Agra highway,Easy,1,Winter,None,None,FALSE,Features a deep well and ruins of several structures.
309,Songir (Karjat),,Raigad,Karjat,18.9213,73.3012,Wavarle,Giri Durg (Hill Fort),350,In Ruins,Maratha Empire,Unknown,Unknown,A small fort near the base of Rajmachi,Easy,1,Winter,None,None,FALSE,A very small fortification often overlooked by trekkers.
310,Subhan Mangal,,Solapur,Solapur,17.6712,75.9213,Solapur,Bhuikot (Land Fort),450,In Ruins,Bahmani Sultanate,Unknown,Unknown,A small fortification inside the main Solapur Fort (Bhuikot),Easy,0.2,Winter,None,None,TRUE,Likely refers to a bastion or inner citadel of the Solapur Fort.
311,Sudhagad,Bhorapgad,Raigad,Sudhagad,18.55,73.3167,Thakurwadi,Giri Durg (Hill Fort),620,Well-Preserved,Bahmani Sultanate,Bahmani Rulers,c. 14th Century,Was considered by Shivaji Maharaj for the capital before Raigad,Easy,2.5,Monsoon; Winter,Year-round,Bhoraidevi Temple; Takmak Tok,FALSE,A large plateau fort with lakes and a temple.
312,Sumargad,,Ratnagiri,Khed,17.65,73.65,Sumargadwadi,Giri Durg (Hill Fort),850,In Ruins,Maratha Empire,Shivaji Maharaj,c. 17th Century,Part of a trio of forts with Rasalgad and Mahipatgad,Hard,3,Winter,None,None,FALSE,A very remote and difficult fort to access.
313,Surgad,Ghera Surgad,Raigad,Roha,18.5167,73.1333,Ghera Surgad,Giri Durg (Hill Fort),430,Partially Ruined,Maratha Empire,Shivaji Maharaj,c. 17th Century,Watchtower fort near the Kundalika river,Easy,1.5,Monsoon; Winter,Seasonal,Caves,FALSE,Known for its rock-cut steps and small caves called 'man-made pindas'.
314,Suvarnadurg,,Ratnagiri,Dapoli,17.8167,73.0833,Harnai,Jal Durg (Sea Fort),15,Well-Preserved,Adil Shahi; Maratha Empire,Shivaji Maharaj (strengthened),c. 1660,"A major naval base of the Marathas, connected to the land by Kanakdurg",Easy,0.5,Winter,Well on fort,None,TRUE,"The 'Golden Fort' is a sea fort near Harnai port, accessible by boat."
315,Tahuli Fort,,Thane,Kalyan,19.2215,73.2812,Tahuli,Giri Durg (Hill Fort),914,Pinnacle,Maratha Empire,Unknown,Unknown,A pinnacle fort with three pinnacles,Medium,3,Winter,None,None,FALSE,Known for its scenic and challenging trail.
316,Talagad,,Raigad,Roha,18.35,73.1833,Talewadi,Giri Durg (Hill Fort),300,Partially Ruined,Maratha Empire,Unknown,c. 16th Century,Twin fort to Ghosalgad, guarding the Mandad river,Easy,1,Monsoon; Winter,Year-round,Caves; Temple,Features a large plateau and several water cisterns.
317,Tandulwadi,,Palghar,Palghar,19.6412,72.9915,Tandulwadi,Giri Durg (Hill Fort),520,In Ruins,Maratha Empire,Unknown,Unknown,A large plateau fort near Saphale,Easy,2,Winter,Seasonal,None,FALSE,Offers panoramic views of the surrounding coastal area.
318,Tankai Fort,,Nashik,Yeola,20.1833,74.45,Ankai,Giri Durg (Hill Fort),900,In Ruins,Yadava Dynasty,Yadavas of Devgiri,c. 12th Century,Twin fort to Ankai,Medium,1.5,Winter,None,Caves,TRUE,Visited along with Ankai fort.
319,Tarapur Fort,,Palghar,Palghar,19.85,72.6667,Tarapur,Bhuikot (Land Fort),10,In Ruins,Portuguese,Portuguese,c. 1566,Captured by the Marathas under Chimaji Appa,Easy,0.5,Winter,None,None,FALSE,"Located near the Tarapur Atomic Power Station, now largely in ruins."
320,Terekhol Fort,Fort Tiracol,Sindhudurg,Sawantwadi,15.7333,73.6833,Tiracol,Jal Durg (Sea Fort),20,Well-Preserved,Sawantwadi State,Khem Sawant Bhonsle,c. 17th Century,Captured by Portuguese in 1746; used by freedom fighters in 1954,Easy,0.2,All Seasons,Not applicable,Heritage Hotel,FALSE,"Located at the mouth of the Terekhol River, now a heritage hotel."
321,Thalner Fort,,Dhule,Shirpur,21.2667,74.9167,Thalner,Bhuikot (Land Fort),200,In Ruins,Faruqi dynasty,Malik Raja Faruqi,c. 1370,First capital of the Khandesh Sultanate,Easy,0.5,Winter,None,None,FALSE,Located on the banks of the Tapi river.
322,Tikona,Vitandgad,Pune,Maval,18.6333,73.5167,Tikona Peth,Giri Durg (Hill Fort),1091,Well-Preserved,Nizam Shahi,Malik Ahmed Nizam Shah I,c. 16th Century,Known for its triangular shape and a large cave,Easy,1.5,Monsoon; Winter,Year-round,Temple; Caves,FALSE,A popular and easy trek near Pawna Lake.
323,Torna Fort,Prachandagad,Pune,Velhe,18.2711,73.6212,Velhe,Giri Durg (Hill Fort),1403,Partially Ruined,Maratha Empire,Shaiva Panth (early); Shivaji Maharaj (captured),c. 13th Century; Captured 1646,First fort captured by Shivaji Maharaj at age 16; renamed Prachandagad (Massive Fort),Medium,3,Winter; Post-Monsoon,Seasonal in cisterns,Mengai Temple,TRUE,Its large size and historical importance make it a key fort in Maratha history.
324,Tringalwadi Fort,,Nashik,Igatpuri,19.7167,73.55,Tringalwadi,Giri Durg (Hill Fort),914,Partially Ruined,Maratha Empire,Unknown,c. 10th Century,Overlooks the Thal Ghat trade route; has Jain caves at its base,Easy,1.5,Monsoon; Winter,Seasonal,Caves,FALSE,"The top of the fort is shaped like a turban, offering great views of the Kalsubai range."
325,Tung Fort,Kathingad,Pune,Maval,18.6667,73.4167,Tungwadi,Giri Durg (Hill Fort),1075,Partially Ruined,Adil Shahi; Maratha Empire,Adil Shahi dynasty,c. 1600,Served as a watchtower for the Bhor ghat and Pawna Maval region,Easy,1,Monsoon; Winter,None,Temple at base,FALSE,"A sharp, conical fort offering stunning panoramic views of the Pawna Lake."
326,Udgir Fort,,Latur,Udgir,18.3942,77.1147,Udgir,Bhuikot (Land Fort),630,Partially Ruined,Hindu Rajas; Bahmani Sultanate,Bahmani Rulers,c. 12th Century,Site of the Battle of Udgir (1760) where Marathas defeated the Nizam,Easy,1,Winter,Not applicable,None,TRUE,"A land fort with a 40-foot deep moat, known for its underground rooms and a Samadhi of Udaygir Maharaj."
327,Underi Fort,Jafrabad,Raigad,Alibag,18.6833,72.8167,Thal,Jal Durg (Sea Fort),8,In Ruins,Siddi Dynasty,Siddi Qasim,c. 1680,Built by the Siddis to challenge the Marathas at Khanderi,Medium,0.5,Winter,None,None,FALSE,"A fortified island, smaller than its counterpart Khanderi; requires a boat and permission to visit."
328,Vairatgad,,Satara,Wai,17.9,73.8167,Vairatgadwadi,Giri Durg (Hill Fort),1175,In Ruins,Shilahara Dynasty,Bhoj II,c. 12th Century,Guarded the route between Wai and the coastal regions,Easy,1,Winter,Seasonal,Temple,FALSE,A small fort with remnants of bastions and a Hanuman temple.
329,Vajragad,Rudramal,Pune,Purandar,18.2833,73.8667,Narayanpur,Giri Durg (Hill Fort),1318,Partially Ruined,Bahmani Sultanate,Bahmani Rulers,c. 14th Century,Twin fort of Purandar; captured by Shivaji's forces in 1665 by Dilerkhan,Easy,0.5,All Seasons,None,None,TRUE,"Often visited along with Purandar fort, features a temple of Lord Rudreshwar."
330,Vajragad (Vasai),,Palghar,Vasai,19.3333,72.8167,Vasai,Bhuikot (Land Fort),5,In Ruins,Portuguese,Unknown,Unknown,A specific bastion or section of the main Vasai fort,Easy,0.2,All Seasons,None,None,TRUE,Note: This is not a separate fort but likely refers to a bastion within the vast Vasai Fort (ID 211).
331,Vandan Fort,,Satara,Satara,17.85,73.9667,Kikali,Giri Durg (Hill Fort),1150,In Ruins,Shilahara Dynasty,Bhoj II,c. 12th Century,Twin fort to Chandan; captured by Shivaji Maharaj,Easy,1.5,Winter,Seasonal,Temple,FALSE,Usually trekked along with Chandan fort from the base village.
332,Vardhangad,,Satara,Khatav,17.7667,74.2833,Vardhangad,Giri Durg (Hill Fort),1067,Well-Preserved,Maratha Empire,Shivaji Maharaj,c. 1673,Built to secure the eastern frontier of the Maratha kingdom,Easy,0.5,Winter; Post-Monsoon,Year-round,Vardhinidevi Temple,FALSE,Easily accessible by road; the fort has a temple of the goddess Vardhini.
333,Varugad,,Satara,Maan,17.75,74.45,Varugadwadi,Giri Durg (Hill Fort),915,Partially Ruined,Maratha Empire,Shivaji Maharaj,c. 1674,A double-layered fort built to provide defense to the region,Easy,1,Winter,Seasonal,Temple,FALSE,"Has two sections (machis) at different levels, connected by a strong fortification."
334,Vasai Fort,Bassein Fort,Palghar,Vasai,19.3333,72.8167,Vasai,Bhuikot (Land Fort),5,Partially Ruined,Sultanate of Gujarat; Portuguese; Maratha Empire,Bahadur Shah of Gujarat,c. 1530s,Capital of the Portuguese province of the North; captured by Chimaji Appa in 1739,Easy,2,All Seasons,None,None,TRUE,"A vast fort complex with remnants of churches, administrative buildings, and bastions."
335,Vasantgad,,Satara,Karad,17.4167,74.15,Vasantgad,Giri Durg (Hill Fort),914,Partially Ruined,Shilahara Dynasty,Bhoj II,c. 12th Century,Guarded the Karad region; has a well-preserved Chandrasen Maharaj temple,Easy,1,Winter,Seasonal,Temple,FALSE,Known for its robust fortifications and a historical well called 'Goleshwarachi Vihir'.
336,Vasota Fort,Vyaghragad,Satara,Patan,17.65,73.7,Bamnoli,Van Durg (Forest Fort),1171,Partially Ruined,Shilahara Dynasty,Bhoj II,c. 1180,The 'Jungle Fort' located deep within the Koyna Wildlife Sanctuary,Medium,3,Winter,Year-round,None,Caves,Accessible by a boat ride from Bamnoli across the Shivsagar lake; requires forest dept. Permission.
337,Vengurla Fort,Vengurla Rocks,Sindhudurg,Vengurla,15.85,73.6167,Vengurla,Jal Durg (Sea Fort),5,In Ruins,Dutch,Dutch,c. 1638,A fortified Dutch factory,Easy,0.5 (boat),Winter,None,None,FALSE,Also known as the 'Burnt Islands'; accessible by boat.
338,Vetalgad,,Nashik,Kalwan,20.4512,73.9513,Vetalgad,Giri Durg (Hill Fort),1100,In Ruins,Maratha Empire,Unknown,Unknown,A small fort in the Kalwan range,Easy,1,Winter,None,None,FALSE,Minimal ruins remain.
339,Vetalwadi Fort,,Chhatrapati Sambhaji Nagar,Soygaon,20.5512,75.3513,Vetalwadi,Giri Durg (Hill Fort),700,Partially Ruined,Yadava Dynasty,Unknown,c. 13th Century,A fort guarding the Vetalwadi ghats,Easy,1,Winter,Seasonal,None,FALSE,Known for its two-storey palace-like structure.
340,Vijaydurg,Gheria,Sindhudurg,Devgad,16.5667,73.3333,Vijaydurg,Jal Durg (Sea Fort),10,Well-Preserved,Shilahara Dynasty; Maratha Empire,Raja Bhoj II,c. 1195,One of the strongest Maratha naval bases under Kanhoji Angre; has an underwater wall,Easy,1.5,Winter,Well on fort,None,TRUE,The 'Victory Fort' is one of the best-preserved sea forts; has a triple line of fortifications.
341,Vilasgad (Mallikarjun),,Solapur,Akkalkot,17.5213,76.2012,Vilasgad,Giri Durg (Hill Fort),500,In Ruins,Unknown,Unknown,Unknown,A small hill with a Mallikarjun temple and some fortifications,Easy,0.5,Winter,None,Temple,FALSE,A local pilgrimage spot.
342,Visapur Fort,,Pune,Maval,18.7167,73.4833,Visapur,Giri Durg (Hill Fort),1084,Partially Ruined,Bahmani Sultanate; Maratha Empire,Peshwas (rebuilt),c. 1720,Twin fort to Lohagad; built to guard it,Easy,2,Monsoon; Winter,Seasonal,Caves,FALSE,"Known for its huge plateau, numerous water cisterns, and a scenic waterfall trail in monsoon."
343,Vishalgad,Khelna,Kolhapur,Shahuwadi,16.8833,73.7833,Gajapur,Giri Durg (Hill Fort),1130,Partially Ruined,Shilahara Dynasty,Shilahara king Marsinh,c. 1058,Where Shivaji Maharaj escaped to after fleeing Panhala; has the samadhi of Baji Prabhu Deshpande nearby,Easy,1,Monsoon; Winter,Available,Dargah lodgings,FALSE,"A large fort with significant historical monuments, including a dargah and temples."
344,Worli Fort,,Mumbai City,Worli,19.0167,72.8167,Worli,Jal Durg (Sea Fort),8,Well-Preserved,British,British East India Company,c. 1675,A small watchtower built to keep an eye on enemy ships,Easy,0.2,All Seasons,None,None,FALSE,"Located at the tip of Worli village, offering views of the Bandra-Worli Sea Link."
345,Yashawantgad (Nate),,Ratnagiri,Rajapur,16.7212,73.3115,Nate,Jal Durg (Sea Fort),20,In Ruins,Maratha Empire,Shivaji Maharaj,c. 17th Century,A coastal fort guarding the Nate creek,Easy,0.5,Winter,None,None,FALSE,A different fort from Yashwantgad/Redi Fort in Sindhudurg district.
346,Yashwantgad,Redi Fort,Sindhudurg,Vengurla,15.75,73.6667,Redi,Giri Durg (Hill Fort),30,In Ruins,Maratha Empire,Shivaji Maharaj,c. 17th Century,A coastal fort guarding the Terekhol creek,Easy,0.5,Winter,None,None,FALSE,Overlooks the beautiful Redi beach and is covered in dense vegetation.
